...1,FIPS,state,name,population,total_liabilities,revenue,lib_rev_ratio,percapita,state_abv,rank_lib_rev_ratio,rank_population,rank_total_liabilities,rank_revenue
1131,26047,Michigan,Emmet County,34112,24009134,54562572,44.0029366650824,703.832492964353,MI,1376,1102,1060,850
1132,20079,Kansas,Harvey County,34024,0,37969522,0,0,KS,2052.5,1103,2052.5,1068
1133,51083,Virginia,Halifax County,34022,70679848,52801865,133.858620334717,2077.47481041679,VA,395,1104,655,867
1134,27097,Minnesota,Morrison County,34010,40479444,59934419,67.5395618667797,1190.22181711261,MN,1097,1105,844,797
1135,12027,Florida,Desoto County,33976,79684934,60524215,131.657938892723,2345.33005651048,FL,408,1106,608,792
1136,36099,New York,Seneca County,33814,65966231,73775834,89.4144158370341,1950.85559235819,NY,833,1107,677,677
1137,51155,Virginia,Pulaski County,33800,79693999,59474524,133.996867297332,2357.81062130177,VA,394,1108,607,801
1138,12129,Florida,Wakulla County,33764,51395978,50613156,101.546676915385,1522.21235635588,FL,672,1109,767,893
1139,28093,Mississippi,Marshall County,33752,38810731,29053918,133.581746186521,1149.87944418109,MS,397,1110,860,1261
1140,26165,Michigan,Wexford County,33673,27064312,19765848,136.924618665488,803.739256971461,MI,374,1111,999,1547
1141,38089,North Dakota,Stark County,33646,17136397,25955377,66.0225316704126,509.31453961838,ND,1114,1112,1194,1356
1142,17057,Illinois,Fulton County,33609,36226808,27001073,134.168031026026,1077.89008896427,IL,390,1113,887,1324
1143,51023,Virginia,Botetourt County,33596,65008848,67731093,95.9808045619462,1935.01750208358,VA,746,1114,681,723
1144,19111,Iowa,Lee County,33555,12456011,29070495,42.8476054501308,371.211771718075,IA,1395,1115,1315,1260
1145,13187,Georgia,Lumpkin County,33488,31105988,35959437,86.5029894656026,928.869684663163,GA,864,1116,948,1106
1146,40081,Oklahoma,Lincoln County,33458,0,16278287,0,0,OK,2052.5,1117,2052.5,1682
1147,19125,Iowa,Marion County,33414,8574424,26922377,31.8486885463345,256.611719638475,IA,1530,1118,1440,1326
1148,51001,Virginia,Accomack County,33413,44113516,63234217,69.7620973151292,1320.2500823033,VA,1073,1119,814,763
1149,18027,Indiana,Daviess County,33381,0,82449471,0,0,IN,2052.5,1120,2052.5,620
1150,24011,Maryland,Caroline County,33293,74448832,61857074,120.356213421928,2236.17072657916,MD,514,1121,636,778
1151,38059,North Dakota,Morton County,33291,32928549,27321109,120.524203464801,989.112643056682,ND,512,1122,922,1316
1152,17011,Illinois,Bureau County,33244,15549312,21677067,71.731623101963,467.732884129467,IL,1050,1123,1225,1480
1153,13227,Georgia,Pickens County,33216,28308930,42465664,66.6631045731441,852.267882947977,GA,1105,1124,981,989
1154,13177,Georgia,Lee County,33163,6517174,36923492,17.6504811625076,196.519434309321,GA,1683,1125,1521,1086
1155,05059,Arkansas,Hot Spring County,33040,1844028,17155856,10.7486796345225,55.811985472155,AR,1770,1126,1739,1639
1156,01109,Alabama,Pike County,33009,18004534,20095816,89.5934457202435,545.443182162441,AL,828,1127,1173,1531
1157,37175,North Carolina,Transylvania County,32986,25831897,66539238,38.8220511331975,783.116989025647,NC,1436,1128,1025,734
1158,29107,Missouri,Lafayette County,32984,0,15081411,0,0,MO,2052.5,1129,2052.5,1727
1159,48241,Texas,Jasper County,32980,10463388,22237675,47.0525268491423,317.264645239539,TX,1336,1130,1372,1464
1160,53031,Washington,Jefferson County,32977,0,58621557,0,0,WA,2052.5,1131.5,2052.5,807
1161,54025,West Virginia,Greenbrier County,32977,2969437,20057264,14.8047959083552,90.0456985171483,WV,1722,1131.5,1681,1536
1162,17137,Illinois,Morgan County,32915,4030572,16997052,23.7133592342955,122.453957162388,IL,1625,1133,1635,1648
1163,47183,Tennessee,Weakley County,32902,30411390,66838984,45.4994797646834,924.302170080846,TN,1361,1134,959,731
1164,47143,Tennessee,Rhea County,32870,49064991,23470138,209.052844086388,1492.69823547308,TN,99,1135,782,1435
1166,06035,California,Lassen County,32730,64469350,78803791,81.8099601325017,1969.7326611671201,CA,917,1136,685,645
1167,39079,Ohio,Jackson County,32653,0,40292323,0,0,OH,2052.5,1137,2052.5,1026
1168,54045,West Virginia,Logan County,32567,4421618,18170529,24.3340081073039,135.769889765714,WV,1618,1138,1616,1606
1169,24019,Maryland,Dorchester County,32531,106065399,64399327,164.699545695563,3260.44077956411,MD,215,1139,512,752
1170,48189,Texas,Hale County,32522,6406647,18145280,35.3075124770739,196.994250046123,TX,1483,1140,1527,1607
1171,22039,Louisiana,Evangeline Parish,32350,20865891,14496539,143.937052837232,645.004358578053,LA,322,1141,1122,1753
1172,45023,South Carolina,Chester County,32294,61494626,44203871,139.115929462377,1904.21211370533,SC,356,1142,705,967
1173,47079,Tennessee,Henry County,32199,18113448,21816034,83.0281434288194,562.546911394764,TN,902,1143,1170,1478
1174,20111,Kansas,Lyon County,32179,0,37837651,0,0,KS,2052.5,1144,2052.5,1075
1176,47025,Tennessee,Claiborne County,32043,30158143,23310575,129.375371478396,941.17726180445,TN,429,1145,961,1438
1177,21157,Kentucky,Marshall County,31659,0,39779290,0,0,KY,2052.5,1146,2052.5,1035
1178,41045,Oregon,Malheur County,31571,0,26892883,0,0,OR,2052.5,1147,2052.5,1328
1179,29167,Missouri,Polk County,31519,0,16381960,0,0,MO,2052.5,1148,2052.5,1678
1180,20125,Kansas,Montgomery County,31486,0,33759539,0,0,KS,2052.5,1149,2052.5,1152
1181,26063,Michigan,Huron County,31407,55540331,33413678,166.220345452542,1768.40611965485,MI,212,1150,741,1156
1182,13123,Georgia,Gilmer County,31353,41591251,37869733,109.827156690014,1326.54773067968,GA,596,1151,832,1073
1183,51009,Virginia,Amherst County,31307,63545336,52245833,121.62756788661,2029.74849075287,VA,503,1152,695,876
1184,33007,New Hampshire,Coos County,31268,39429488,41569617,94.8516990185404,1261.01727005245,NH,758,1153,854,1006
1185,48449,Texas,Titus County,31247,116383158,16096942,723.014085532519,3724.61861938746,TX,1,1154,488,1687
1186,31001,Nebraska,Adams County,31205,0,24557883,0,0,NE,2052.5,1155,2052.5,1400
1187,08029,Colorado,Delta County,31196,4663473,28505870,16.3596936350303,149.489453776125,CO,1700,1156,1603,1278
1188,27119,Minnesota,Polk County,31192,56730313,76647630,74.0144385416744,1818.74560784817,MN,1015,1157,734,661
1189,45027,South Carolina,Clarendon County,31144,71670714,33532036,213.738032489289,2301.26875160545,SC,92,1158,653,1154
1190,30047,Montana,Lake County,31134,15236894,24412428,62.4144964196105,489.397250594206,MT,1155,1159,1239,1403
1191,29209,Missouri,Stone County,31076,0,28959198,0,0,MO,2052.5,1160,2052.5,1264
1192,08117,Colorado,Summit County,31055,18007693,115143502,15.6393480198301,579.86453067139,CO,1709,1161,1172,476
1193,48025,Texas,Bee County,31047,30468120,20291810,150.14983877732,981.354720262827,TX,280,1162,957,1525
1194,48273,Texas,Kleberg County,31040,14290003,26809199,53.3026107941532,460.373807989691,TX,1256,1163,1271,1330
1195,45089,South Carolina,Williamsburg County,31026,112154548,36759499,305.103581525961,3614.85682975569,SC,25,1164,498,1088
1196,42047,Pennsylvania,Elk County,30990,5212940,21912223,23.7901010773759,168.213617295902,PA,1624,1165,1582,1471
1197,18169,Indiana,Wabash County,30976,0,88980128,0,0,IN,2052.5,1166,2052.5,595
1198,56033,Wyoming,Sheridan County,30921,13014317,26716525,48.7126113893929,420.889266194496,WY,1310,1167,1300,1333
1199,27047,Minnesota,Freeborn County,30895,27187047,63899427,42.5466209579626,879.982100663538,MN,1398,1168,998,759
1200,51033,Virginia,Caroline County,30887,124806614,63925507,195.237581768417,4040.74898824748,VA,129,1169,471,758
1201,26035,Michigan,Clare County,30856,12304552,8571770,143.547388695684,398.773399014778,MI,326,1170,1323,2042
1202,47131,Tennessee,Obion County,30787,2329110,22149234,10.5155329525166,75.652385747231,TN,1771,1171,1706,1465
1203,55123,Wisconsin,Vernon County,30714,18821236,41754920,45.0754928999984,612.790128280263,WI,1365,1172,1160,1003
1204,39065,Ohio,Hardin County,30696,0,43027607,0,0,OH,2052.5,1173,2052.5,978
1206,47055,Tennessee,Giles County,30346,939039,22578180,4.15905533572679,30.9444078296975,TN,1832,1174,1793,1458
1207,51145,Virginia,Powhatan County,30333,131221240,63651076,206.157143360782,4326.02248376356,VA,104,1175,452,760
1208,51117,Virginia,Mecklenburg County,30319,141859058,99776241,142.177192263637,4678.88314258386,VA,338,1176,430,537
1209,22047,Louisiana,Iberville Parish,30241,22912757,54528306,42.0199318130294,757.67193545187,LA,1405,1177,1082,851
1210,21121,Kentucky,Knox County,30193,0,20684238,0,0,KY,2052.5,1178,2052.5,1512
1211,48015,Texas,Austin County,30167,35004133,28300867,123.685726659894,1160.34517850631,TX,485,1179,902,1285
1212,17157,Illinois,Randolph County,30163,12763748,18404849,69.349919686926,423.159102211318,IL,1076,1180,1308,1597
1213,13305,Georgia,Wayne County,30144,35688867,34828515,102.470251746306,1183.9459593949,GA,666,1181,895,1126
1214,13195,Georgia,Madison County,30120,14156650,26103906,54.2319222265051,470.008300132802,GA,1245,1182,1275,1351
1215,55029,Wisconsin,Door County,30066,22727800,64900158,35.0196373944113,755.930286702588,WI,1489,1183.5,1087,749
1216,27021,Minnesota,Cass County,30066,65742755,66179737,99.3397042360564,2186.61461451473,MN,709,1183.5,680,738
1217,13143,Georgia,Haralson County,29919,3916730,25680213,15.2519373573732,130.91112670878,GA,1716,1185,1639,1365
1218,51173,Virginia,Smyth County,29800,64022864,39049642,163.952499231619,2148.41825503356,VA,217,1186,690,1046
1219,36095,New York,Schoharie County,29714,190986163,76910959,248.321130672678,6427.4807498149,NY,48,1187,360,656
1220,56029,Wyoming,Park County,29624,14587032,27749216,52.567366227572,492.405887118553,WY,1268,1188,1261,1303
1221,37017,North Carolina,Bladen County,29606,83634885,57461983,145.548205323857,2824.93025062487,NC,309,1189,588,815
1222,13087,Georgia,Decatur County,29367,26532042,45072008,58.8658974323931,903.464500970477,GA,1187,1190,1009,954
1223,48185,Texas,Grimes County,29268,6593357,24819108,26.5656485317683,225.275283586169,TX,1591,1191,1517,1389
1225,39053,Ohio,Gallia County,29220,0,4511741,0,0,OH,2052.5,1192,2052.5,2192
1226,45067,South Carolina,Marion County,29183,63897011,24648606,259.231743166328,2189.52852688209,SC,41,1193,692,1396
1227,51035,Virginia,Carroll County,29155,36446661,50166206,72.6518186366336,1250.09984565255,VA,1037,1194,884,897
1228,08087,Colorado,Morgan County,29111,3566163,34291858,10.3994452560722,122.502250008588,CO,1774,1195,1660,1138
1229,54029,West Virginia,Hancock County,29095,3011044,13107157,22.9725179915065,103.490084206908,WV,1632,1196,1679,1814
1230,26105,Michigan,Mason County,29052,17715663,62744078,28.2347969158141,609.791511771995,MI,1571,1197,1179,765
1232,39047,Ohio,Fayette County,28951,0,64199107,0,0,OH,2052.5,1198,2052.5,753
1233,20051,Kansas,Ellis County,28934,0,38246797,0,0,KS,2052.5,1199,2052.5,1062
1234,39161,Ohio,Van Wert County,28931,0,33259652,0,0,OH,2052.5,1200,2052.5,1161
1235,06021,California,Glenn County,28917,201053099,97600058,205.996905247741,6952.76477504582,CA,105,1201,344,544
1236,26007,Michigan,Alpena County,28907,27614261,18760887,147.190593920213,955.279378697201,MI,302,1202,989,1582
1237,27115,Minnesota,Pine County,28876,56103079,53602311,104.665410787979,1942.8964884333,MN,643,1203,737,859
1238,47115,Tennessee,Marion County,28837,23860623,22924374,104.084076625168,827.430835385096,TN,649,1204,1065,1447
1239,24023,Maryland,Garrett County,28806,96028261,106339682,90.3033178150749,3333.62011386517,MD,818,1205,541,518
1240,45053,South Carolina,Jasper County,28791,61793309,47517116,130.044317083554,2146.27171685596,SC,426,1206,703,925
1241,37039,North Carolina,Cherokee County,28774,24093721,44304236,54.3824319642934,837.343469799124,NC,1244,1207,1058,966
1242,27079,Minnesota,Le Sueur County,28674,63951825,51176287,124.963784496519,2230.30707260933,MN,474,1208,691,887
1243,29207,Missouri,Stoddard County,28672,0,6420955,0,0,MO,2052.5,1209,2052.5,2127
1244,29127,Missouri,Marion County,28525,0,17222312,0,0,MO,2052.5,1210,2052.5,1636
1245,48067,Texas,Cass County,28454,6454216,13622255,47.3799381967229,226.829830603782,TX,1331,1211,1525,1789
1246,47017,Tennessee,Carroll County,28440,14484440,55605194,26.0487176791434,509.298171589311,TN,1599,1212,1267,834
1247,49039,Utah,Sanpete County,28437,15536863,20532481,75.6696816132449,546.360832717938,UT,992,1213,1226,1517
1248,55069,Wisconsin,Lincoln County,28415,32875100,36087206,91.0990449080486,1156.96287172268,WI,807,1214,923,1104
1249,48363,Texas,Palo Pinto County,28409,9398923,19151184,49.0775035110101,330.843148298075,TX,1306,1215,1410,1570
1250,13169,Georgia,Jones County,28347,18078080,28080328,64.3798747649956,637.742265495467,GA,1136,1216,1171,1289
1251,46029,South Dakota,Codington County,28325,0,16471042,0,0,SD,2052.5,1217,2052.5,1675
1252,12007,Florida,Bradford County,28303,31032723,32230067,96.2850092741042,1096.44641910752,FL,742,1218,950,1191
1253,51197,Virginia,Wythe County,28290,82716210,46169299,179.158470653843,2923.86744432662,VA,164,1219,595,936
1254,17135,Illinois,Montgomery County,28288,0,17494385,0,0,IL,2052.5,1220,2052.5,1629
1256,29069,Missouri,Dunklin County,28283,0,16806990,0,0,MO,2052.5,1221,2052.5,1658
1257,05015,Arkansas,Carroll County,28260,2193911,15963748,13.743082138355,77.6330856334041,AR,1732,1222,1716,1691
1258,12003,Florida,Baker County,28259,34540826,40942801,84.3636125432649,1222.29470257263,FL,887,1223,908,1017
1259,35017,New Mexico,Grant County,28185,38045002,29198771,130.296586798122,1349.83154160014,NM,424,1224,868,1257
1260,18175,Indiana,Washington County,28182,0,71135845,0,0,IN,2052.5,1225,2052.5,699
1261,37053,North Carolina,Currituck County,28100,89834004,93665599,95.9092825531389,3196.93964412811,NC,749,1226,564,562
1262,28137,Mississippi,Tate County,28064,25679888,20744040,123.794053617328,915.04732041049,MS,484,1227,1028,1511
1263,39073,Ohio,Hocking County,28050,32721337,38882602,84.1541854632054,1166.53607843137,OH,889,1228,925,1048
1264,13311,Georgia,White County,28003,7273258,27841273,26.1240137977886,259.731385922937,GA,1597,1229,1484,1296
1265,17107,Illinois,Logan County,27987,16716676,16801795,99.4933934142156,597.30146139279,IL,704,1230,1204,1659
1266,13225,Georgia,Peach County,27981,17554611,26430740,66.4174026152881,627.37611236196,GA,1109,1231,1183,1341
1267,13207,Georgia,Monroe County,27957,65819549,45514660,144.611755860639,2354.31373180241,GA,315,1232,679,942
1268,51053,Virginia,Dinwiddie County,27947,76914907,55565304,138.422543319479,2752.17042974201,VA,365,1233,621,835
1269,54083,West Virginia,Randolph County,27932,6760245,11543280,58.5643335343161,242.025096663325,WV,1193,1234,1506,1892
1270,47077,Tennessee,Henderson County,27842,20509466,17160704,119.514129490259,736.637669707636,TN,523,1235,1129,1638
1271,54035,West Virginia,Jackson County,27791,3625757,15507880,23.3800945067927,130.46515058832,WV,1628,1236,1657,1706
1272,06015,California,Del Norte County,27743,151041403,72603118,208.037074936644,5444.30678008867,CA,100,1237,411,688
1273,13293,Georgia,Upson County,27700,9680384,30610138,31.6247643182791,349.472346570397,GA,1535,1238,1398,1226
1274,39069,Ohio,Henry County,27662,30127578,44462373,67.7597167384656,1089.13231147422,OH,1092,1239,962,962
1275,39001,Ohio,Adams County,27477,0,34288189,0,0,OH,2052.5,1240,2052.5,1139
1276,48407,Texas,San Jacinto County,27402,7381654,20957019,35.222824391198,269.383767608204,TX,1484,1241,1475,1507
1277,41057,Oregon,Tillamook County,27390,51038562,61244886,83.3352224706566,1863.4013143483,OR,897,1242,769,787
1278,47185,Tennessee,White County,27351,26621335,22796986,116.775678153244,973.322182004314,TN,537,1243,1007,1453
1279,51065,Virginia,Fluvanna County,27249,104041845,55783029,186.511644966429,3818.18947484311,VA,147,1244,518,832
1280,45087,South Carolina,Union County,27244,26337801,26595270,99.0318992813384,966.73766700925,SC,713,1245,1014,1339
1281,17109,Illinois,Mcdonough County,27238,8872118,24336164,36.4565179623214,325.725750789338,IL,1463,1246,1427,1410
1282,35047,New Mexico,San Miguel County,27201,24858392,19012931,130.744660042158,913.877872137054,NM,419,1247,1047,1574
1283,35006,New Mexico,Cibola County,27172,28245121,16904078,167.09057423895,1039.49363315177,NM,204,1248,982,1653
1284,17075,Illinois,Iroquois County,27077,2930546,14012629,20.9136058622547,108.230084573623,IL,1657,1249,1682,1774
1285,40015,Oklahoma,Caddo County,26945,0,16530241,0,0,OK,2052.5,1250,2052.5,1672
1286,21239,Kentucky,Woodford County,26871,0,24289461,0,0,KY,2052.5,1251,2052.5,1413
1287,47071,Tennessee,Hardin County,26831,42329657,27805053,152.237282194715,1577.63993142261,TN,270,1252.5,828,1297
1288,21095,Kentucky,Harlan County,26831,0,18224119,0,0,KY,2052.5,1252.5,2052.5,1605
1289,13085,Georgia,Dawson County,26798,9553776,49098271,19.4584774685854,356.510784386895,GA,1668,1254,1405,907
1290,13257,Georgia,Stephens County,26784,16984860,21969039,77.3127126771453,634.142025089606,GA,969,1255,1201,1469
1291,28163,Mississippi,Yazoo County,26743,34625966,24966238,138.691163642676,1294.76745316531,MS,360,1256,907,1385
1292,48171,Texas,Gillespie County,26725,15423120,27856409,55.3665047063317,577.104583723106,TX,1234,1257,1231,1295
1293,51099,Virginia,King George County,26723,110466956,66439266,166.267574358814,4133.77824346069,VA,211,1258,500,735
1294,39019,Ohio,Carroll County,26721,40793849,35379240,115.304480819825,1526.6587702556,OH,553,1259,840,1112
1295,55057,Wisconsin,Juneau County,26718,32041099,45323928,70.693561687769,1199.23268957257,WI,1061,1260,934,947
1296,19015,Iowa,Boone County,26715,15492316,25972511,59.6488957113157,579.910761744338,IA,1176,1261,1228,1355
1297,41065,Oregon,Wasco County,26670,14589556,33455784,43.6084714081129,547.03997000375,OR,1381,1262,1260,1155
1298,26127,Michigan,Oceana County,26659,10042642,17882100,56.1603055569536,376.707378371282,MI,1221,1263,1383,1616
1299,31025,Nebraska,Cass County,26598,0,25372976,0,0,NE,2052.5,1264,2052.5,1378
1300,36049,New York,Lewis County,26582,276629372,159317848,173.633635824657,10406.6425400647,NY,180,1265,276,380
1301,37009,North Carolina,Ashe County,26577,25524454,38859075,65.6846669664679,960.396357752944,NC,1118,1266,1030,1049
1302,18021,Indiana,Clay County,26466,0,70538921,0,0,IN,2052.5,1267,2052.5,705
1303,27095,Minnesota,Mille Lacs County,26459,40023758,44856330,89.2265550926703,1512.67084923844,MN,837,1268,850,958
1304,21085,Kentucky,Grayson County,26420,0,42600408,0,0,KY,2052.5,1269,2052.5,986
1305,13131,Georgia,Grady County,26236,23374683,22567351,103.577433611947,890.939281902729,GA,654,1270,1075,1459
1306,41061,Oregon,Union County,26196,12075959,27554099,43.8263613700452,460.984845014506,OR,1377,1271,1327,1310
1307,08039,Colorado,Elbert County,26062,10344125,36947863,27.9965447528048,396.904496968767,CO,1574,1272,1376,1085
1308,26029,Michigan,Charlevoix County,26054,23578327,23788691,99.1156974547276,904.979158670454,MI,711,1273,1071,1426
1309,21217,Kentucky,Taylor County,26023,0,14546298,0,0,KY,2052.5,1274,2052.5,1751
1310,20059,Kansas,Franklin County,25996,0,42973086,0,0,KS,2052.5,1275,2052.5,979
1311,26043,Michigan,Dickinson County,25947,30525418,18046591,169.1478351784,1176.45269202605,MI,193,1276,955,1612
1312,27015,Minnesota,Brown County,25912,20929055,45232516,46.2699333373364,807.697398888546,MN,1347,1277,1120,949
1313,47109,Tennessee,Mcnairy County,25866,33861075,13544305,250.002307242786,1309.09591742055,TN,46,1278,911,1794
1314,08083,Colorado,Montezuma County,25849,4545606,45368893,10.0192129439879,175.852296026926,CO,1777,1279,1610,946
1315,13147,Georgia,Hart County,25828,6380474,27581480,23.1331821207564,247.037091528574,GA,1630,1280,1530,1309
1317,51167,Virginia,Russell County,25781,27374644,34086764,80.3087204171097,1061.81466971801,VA,934,1281,994,1145
1318,46081,South Dakota,Lawrence County,25768,0,20911259,0,0,SD,2052.5,1282,2052.5,1509
1319,37123,North Carolina,Montgomery County,25751,102039545,42358212,240.896723874936,3962.54689138286,NC,53,1283,520,993
1320,05071,Arkansas,Johnson County,25749,1204118,12229302,9.84617110608602,46.7636801429182,AR,1779,1284,1779,1858
1321,19149,Iowa,Plymouth County,25698,8474700,28857093,29.3678230166843,329.780527667523,IA,1558,1285,1441,1267
1322,45037,South Carolina,Edgefield County,25657,17057976,18117864,94.1500388787553,664.846864403477,SC,768,1286,1200,1609
1323,40049,Oklahoma,Garvin County,25656,0,18295504,0,0,OK,2052.5,1287,2052.5,1602
1324,26031,Michigan,Cheboygan County,25579,13026285,20623513,63.1622992649216,509.25700770163,MI,1144,1288,1299,1514
1325,19011,Iowa,Benton County,25575,6271192,24352792,25.751429240639,245.207898338221,IA,1602,1289,1541,1409
1326,32001,Nevada,Churchill County,25516,61157020,58547732,104.456685017278,2396.81062862518,NV,646,1290,708,808
1327,20009,Kansas,Barton County,25493,0,34898839,0,0,KS,2052.5,1291,2052.5,1124
1328,47069,Tennessee,Hardeman County,25462,24599730,19241575,127.846758906171,966.135024742754,TN,446,1292,1052,1562
1329,13035,Georgia,Butts County,25434,22765010,30081025,75.6789703808298,895.062121569553,GA,991,1293,1086,1237
1330,35029,New Mexico,Luna County,25427,46392549,36766061,126.183082272534,1824.53883666968,NM,463,1294,795,1087
1331,26051,Michigan,Gladwin County,25386,20156371,12069375,167.004264926726,793.995548727645,MI,205,1295,1140,1864
1332,20149,Kansas,Pottawatomie County,25348,0,73144724,0,0,KS,2052.5,1296,2052.5,681
1333,12049,Florida,Hardee County,25327,49347324,50277393,98.1501248483588,1948.40778615707,FL,722,1297,780,896
1334,13111,Georgia,Fannin County,25319,6071124,33924037,17.8962309232241,239.785299577392,GA,1681,1298,1548,1148
1335,12133,Florida,Washington County,25318,35317698,33069678,106.79782851227,1394.96397819733,FL,626,1299,898,1165
1336,27083,Minnesota,Lyon County,25269,27919643,36724481,76.0246087616596,1104.89702797895,MN,985,1300,987,1090
1337,27153,Minnesota,Todd County,25262,19405417,44563883,43.5451663850747,768.166297205289,MN,1384,1301,1151,961
1338,26069,Michigan,Iosco County,25237,11431877,24776732,46.1395675587886,452.980821809248,MI,1351,1302,1340,1392
1339,47111,Tennessee,Macon County,25216,8934808,19173979,46.5986115870889,354.330901015228,TN,1345,1303,1424,1568
1340,47097,Tennessee,Lauderdale County,25143,3775709,19552744,19.3103791467837,150.169391083005,TN,1670,1304,1646,1552
1341,26137,Michigan,Otsego County,25091,12381501,19504657,63.4797166645894,493.463831652784,MI,1143,1305,1320,1554
1342,26101,Michigan,Manistee County,25032,22499682,23964790,93.8864141934897,898.836768935762,MI,769,1306,1092,1420
1343,19017,Iowa,Bremer County,24988,8143328,21378223,38.0916973314386,325.889546982552,IA,1443,1307,1450,1496
1344,01019,Alabama,Cherokee County,24971,17202575,17060129,100.834964378054,688.902126466701,AL,682,1308,1191,1645
1345,13055,Georgia,Chattooga County,24965,8804698,18717996,47.0386787132554,352.681674344082,GA,1338,1309,1431,1585
1346,29007,Missouri,Audrain County,24962,0,15385930,0,0,MO,2052.5,1310,2052.5,1715
1347,21081,Kentucky,Grant County,24941,0,16090027,0,0,KY,2052.5,1311,2052.5,1688
1348,47081,Tennessee,Hickman County,24925,26910200,22953778,117.236474100255,1079.64694082247,TN,533,1312,1002,1446
1349,08107,Colorado,Routt County,24829,14884908,64726905,22.9964772763351,599.496878649966,CO,1631,1313,1250,750
1350,40065,Oklahoma,Jackson County,24785,0,9491834,0,0,OK,2052.5,1314,2052.5,1999
1351,36123,New York,Yates County,24774,31803896,51648799,61.5772227346467,1283.76103979979,NY,1159,1315,937,881
1352,48331,Texas,Milam County,24754,7095115,19882602,35.6850426317441,286.624989900622,TX,1475,1316,1496,1542
1353,41013,Oregon,Crook County,24738,31199485,37222943,83.8178888756862,1261.19674185464,OR,893,1317,946,1083
1354,51075,Virginia,Goochland County,24727,139083488,81450137,170.759059619507,5624.76192016824,VA,188,1318,434,625
1355,29131,Missouri,Miller County,24722,0,18385896,0,0,MO,2052.5,1319,2052.5,1598
1356,29175,Missouri,Randolph County,24716,0,15586835,0,0,MO,2052.5,1320,2052.5,1701
1357,08119,Colorado,Teller County,24710,5222204,34282200,15.2329897147791,211.339700526103,CO,1718,1321,1580,1140
1358,18181,Indiana,White County,24688,0,101828612,0,0,IN,2052.5,1322,2052.5,531
1359,21205,Kentucky,Rowan County,24662,0,15824330,0,0,KY,2052.5,1323,2052.5,1695
1360,16031,Idaho,Cassia County,24655,6679908,23219568,28.7684422035759,270.935226120462,ID,1562,1324,1509,1441
1362,13291,Georgia,Union County,24632,4058299,32253673,12.5824398356119,164.757185774602,GA,1745,1325,1633,1189
1363,24039,Maryland,Somerset County,24620,64518778,51810698,124.527907344541,2620.58399675061,MD,478,1326,684,879
1364,54067,West Virginia,Nicholas County,24604,2187004,8496323,25.7405939016207,88.8881482685742,WV,1603,1327,1718,2046
1365,13033,Georgia,Burke County,24596,25506727,69421734,36.7417025336763,1037.02744348675,GA,1458,1328,1031,713
1366,48463,Texas,Uvalde County,24564,21792309,26811988,81.2782289772769,887.164509037616,TX,926,1329,1108,1329
1367,55137,Wisconsin,Waushara County,24520,6903180,42523553,16.2337799007529,281.532626427406,WI,1702,1330,1502,988
1368,41031,Oregon,Jefferson County,24502,22901997,31630087,72.4057350838143,934.699085788915,OR,1039,1331.5,1083,1204
1369,18135,Indiana,Randolph County,24502,0,84580671,0,0,IN,2052.5,1331.5,2052.5,610
1370,29215,Missouri,Texas County,24487,0,11579290,0,0,MO,2052.5,1333,2052.5,1889
1371,48149,Texas,Fayette County,24435,8686674,16779010,51.7710758858836,355.501289134438,TX,1278,1334,1436,1662
1372,16013,Idaho,Blaine County,24272,17158124,31821875,53.9192740842581,706.910184574819,ID,1246,1335,1193,1199
1374,31047,Nebraska,Dawson County,24111,0,20138711,0,0,NE,2052.5,1336,2052.5,1529
1375,48419,Texas,Shelby County,24022,1146714,14671267,7.81605296938567,47.7359920073266,TX,1798,1337,1782,1748
1376,48007,Texas,Aransas County,23830,20397952,32486824,62.7883846078644,855.977843054973,TX,1149,1338,1132,1182
1377,54097,West Virginia,Upshur County,23816,4358530,11269421,38.6757225593045,183.00848169298,WV,1438,1339,1622,1904
1378,51139,Virginia,Page County,23709,72058973,40810201,176.570982828533,3039.30882787127,VA,170,1340.5,649,1019
1379,55049,Wisconsin,Iowa County,23709,38451449,34940884,110.047155647235,1621.80813193302,WI,593,1340.5,862,1121
1381,40133,Oklahoma,Seminole County,23556,0,10952178,0,0,OK,2052.5,1342,2052.5,1918
1382,47057,Tennessee,Grainger County,23527,21374040,16267066,131.394561256468,908.489820206571,TN,414,1343,1113,1683
1383,22075,Louisiana,Plaquemines Parish,23515,232787918,96974537,240.050558838966,9899.54998936849,LA,56,1344,312,551
1384,42067,Pennsylvania,Juniata County,23509,727007,14985374,4.85144381448204,30.9246246118508,PA,1825,1345,1810,1733
1385,26109,Michigan,Menominee County,23502,11281561,13643783,82.6864587336225,480.02557229172,MI,907,1346,1342,1786
1386,26143,Michigan,Roscommon County,23459,11837717,20524030,57.6773518651064,504.613026983247,MI,1198,1347,1329,1518
1387,41015,Oregon,Curry County,23446,17767318,19420945,91.4853422426149,757.797406807131,OR,800,1348,1178,1558
1388,26009,Michigan,Antrim County,23431,26162892,44411211,58.9105575166595,1116.59306047544,MI,1185,1349,1019,964
1389,13119,Georgia,Franklin County,23424,21658676,26240192,82.5400820237901,924.636099726776,GA,908,1350,1112,1347
1390,27093,Minnesota,Meeker County,23400,55789625,82880199,67.313575103747,2384.17200854701,MN,1100,1351,739,616
