...1,FIPS,state,name,population,total_liabilities,revenue,lib_rev_ratio,percapita,state_abv,rank_lib_rev_ratio,rank_population,rank_total_liabilities,rank_revenue
573,55027,Wisconsin,Dodge County,89396,51957817,118987065,43.6667775610736,581.20964025236,WI,1380,571,762,467
574,29043,Missouri,Christian County,88842,0,35266274,0,0,MO,2052.5,572,2052.5,1116
575,26087,Michigan,Lapeer County,88619,30042306,89348982,33.6235571212216,339.005247181756,MI,1508,573,964,592
576,41033,Oregon,Josephine County,88090,49528960,79291197,62.464639044357,562.254058349415,OR,1153,574,777,641
578,37023,North Carolina,Burke County,87570,107999745,114114110,94.6418852147206,1233.29616306954,NC,762,575,506,485
579,41053,Oregon,Polk County,87433,56328756,54431358,103.485854606089,644.250523257809,OR,656,576,736,853
580,53029,Washington,Island County,86857,32512928,91131392,35.6769794540173,374.327089353765,WA,1476,577,927,581
581,37109,North Carolina,Lincoln County,86810,243949858,156792313,155.587894159071,2810.15848404562,NC,260,578,300,388
582,48005,Texas,Angelina County,86395,20946706,57222809,36.6055186140897,242.452757682736,TX,1459,579,1119,816
583,42073,Pennsylvania,Lawrence County,86070,40448246,71716980,56.3998177279635,469.94592773324,PA,1217,580,846,695
584,13095,Georgia,Dougherty County,85790,44394827,96992514,45.7713953058274,517.482538757431,GA,1355,581,812,550
585,55055,Wisconsin,Jefferson County,84900,40983642,77922231,52.5955705760016,482.728409893993,WI,1267,582,838,651
586,48361,Texas,Orange County,84808,116894760,51445532,227.2204318929,1378.34591076314,TX,71,583,485,884
587,29021,Missouri,Buchanan County,84793,11549032,52413352,22.0345228063261,136.202658238298,MO,1640,584,1338,875
588,13127,Georgia,Glynn County,84499,77740781,140325250,55.4004222333472,920.020130415745,GA,1233,585,615,414
589,30013,Montana,Cascade County,84414,33292471,51576905,64.5491833990426,394.395135877935,MT,1132,586,915,883
590,54107,West Virginia,Wood County,84296,14797792,24635412,60.0671586089163,175.545601214767,WV,1170,587,1255,1398
591,45075,South Carolina,Orangeburg County,84223,209663272,83853341,250.035680748845,2489.38261520012,SC,45,588,332,614
592,36015,New York,Chemung County,84148,197932221,219460712,90.1902756061413,2352.19162665779,NY,821,589,349,301
593,42039,Pennsylvania,Crawford County,83938,34895953,76468037,45.6346917863211,415.734863828064,PA,1357,590,903,663
594,51165,Virginia,Rockingham County,83757,191133696,165298804,115.62920685137,2282.00265052473,VA,551,591,359,374
595,13013,Georgia,Barrow County,83505,85315657,98327660,86.7666910816346,1021.68321657386,GA,860,592,581,543
596,26111,Michigan,Midland County,83494,79577321,61726720,128.918758359427,953.090293913335,MI,432,593,609,781
597,42063,Pennsylvania,Indiana County,83246,52191073,62377882,83.6691970400662,626.949919515652,PA,895,594,758,774
598,12087,Florida,Monroe County,82874,484272398,326185672,148.46525754203,5843.47802688419,FL,290,595,190,213
599,22097,Louisiana,St Landry Parish,82540,43718134,30582013,142.953748662653,529.659970923189,LA,332,596,817,1227
600,21029,Kentucky,Bullitt County,82217,0,31928729,0,0,KY,2052.5,597,2052.5,1195
601,48213,Texas,Henderson County,82150,11655251,42309174,27.5478103165049,141.877674984784,TX,1577,598,1333,995
602,53041,Washington,Lewis County,82149,55734140,120835551,46.1239589994504,678.45183751476,WA,1352,599.5,740,462
603,01121,Alabama,Talladega County,82149,44080242,34664270,127.163335619068,536.588905525326,AL,452,599.5,815,1129
604,20103,Kansas,Leavenworth County,81881,0,92281019,0,0,KS,2052.5,601,2052.5,572
605,29031,Missouri,Cape Girardeau County,81710,194689,3890227,5.0045665715651,2.38268265818137,MO,1824,602,1849,2199
606,40119,Oklahoma,Payne County,81646,0,32942216,0,0,OK,2052.5,603,2052.5,1169
607,06115,California,Yuba County,81575,299673311,214124803,139.952638275165,3673.59253447747,CA,348,604,263,307
608,55071,Wisconsin,Manitowoc County,81359,40057232,77135340,51.9311018788535,492.351577575929,WI,1276,605,849,655
609,13031,Georgia,Bulloch County,81099,27011322,77425371,34.8869132315814,333.06603040728,GA,1491,606,1001,653
610,40145,Oklahoma,Wagoner County,80981,0,25317689,0,0,OK,2052.5,607,2052.5,1379
611,37027,North Carolina,Caldwell County,80652,63680553,97110788,65.5751583438907,789.571901502753,NC,1121,608,694,547
612,42033,Pennsylvania,Clearfield County,80562,6118295,40159598,15.2349508080235,75.9451726620491,PA,1717,609,1546,1030
613,18085,Indiana,Kosciusko County,80240,0,230639342,0,0,IN,2052.5,610,2052.5,284
614,41059,Oregon,Umatilla County,80075,10088644,65732119,15.3481192352859,125.989934436466,OR,1713,611,1380,742
615,56025,Wyoming,Natrona County,79955,20783393,57705926,36.0160462549375,259.938627978238,WY,1470,612,1123,812
616,47141,Tennessee,Putnam County,79854,129589503,76666290,169.030616976509,1622.83045307687,TN,195,613,460,660
617,36019,New York,Clinton County,79843,346318357,148230788,233.634565175488,4337.49179013815,NY,66,614,246,401
618,51019,Virginia,Bedford County,79462,142188340,128671767,110.504692144315,1789.38788351665,VA,588,615,429,440
619,26037,Michigan,Clinton County,79128,11156457,33081811,33.7238399675278,140.992531088869,MI,1506,616,1345,1163
620,37195,North Carolina,Wilson County,78784,110165370,110178761,99.987846114915,1398.32161352559,NC,694,617,502,500
621,36105,New York,Sullivan County,78624,743708859,235404792,315.927663443657,9459.05650946276,NY,22,618,134,276
622,45073,South Carolina,Oconee County,78607,97448315,72021067,135.305291991856,1239.6900403272,SC,384,619,536,692
623,51095,Virginia,James City County,78254,171757974,226939449,75.6844941489216,2194.87788483656,VA,990,620,384,290
624,28035,Mississippi,Forrest County,78158,67672157,47606802,142.148084217041,865.837879679623,MS,339,621,672,924
625,51015,Virginia,Augusta County,77487,109688579,129132904,84.9423931486897,1415.57395434073,VA,885,622,503,435
626,29051,Missouri,Cole County,77279,13972414,57547685,24.2797151614352,180.804798198734,MO,1620,623,1281,814
627,53009,Washington,Clallam County,77155,0,88411694,0,0,WA,2052.5,624,2052.5,598
628,47001,Tennessee,Anderson County,77123,68698757,48561060,141.468816784477,890.76873306277,TN,344,625,666,914
629,39141,Ohio,Ross County,77093,0,10220110,0,0,OH,2052.5,626,2052.5,1955
630,36009,New York,Cattaraugus County,77042,493045337,202582565,243.37994585072,6399.69545183147,NY,51,627,188,319
632,33005,New Hampshire,Cheshire County,76458,87701485,55393566,158.324316943235,1147.05439587748,NH,245,628,572,838
633,48471,Texas,Walker County,76400,56007585,42660659,131.286263064994,733.083573298429,TX,416,629,738,985
634,37037,North Carolina,Chatham County,76285,283690151,146011833,194.29257558872,3718.8195713443,NC,133,630,270,407
635,36011,New York,Cayuga County,76248,252202941,168404431,149.760276200809,3307.66631255902,NY,282,631,290,372
636,35061,New Mexico,Valencia County,76205,37771409,39068800,96.6792146162667,495.655258841283,NM,739,632,873,1044
637,13157,Georgia,Jackson County,75907,114072225,90263795,126.376500123887,1502.78926844692,GA,459,633,493,584
638,53027,Washington,Grays Harbor County,75636,0,91700037,0,0,WA,2052.5,634,2052.5,579
639,39043,Ohio,Erie County,75622,193209404,112411156,171.877428250982,2554.93644706567,OH,185,635,353,492
640,26159,Michigan,Van Buren County,75587,36677814,38744829,94.6650558194488,485.239710532234,MI,761,636,883,1050
641,12131,Florida,Walton County,75305,198451242,198118878,100.167759884043,2635.2996746564,FL,691,637,347,324
643,39063,Ohio,Hancock County,74920,82913251,82695850,100.262892273312,1106.69048318206,OH,689,638,593,618
644,35025,New Mexico,Lea County,74455,54412925,118652743,45.8589693118178,730.816264857968,NM,1354,639,749,468
645,55141,Wisconsin,Wood County,74207,49972740,89847019,55.6198085993259,673.423531472772,WI,1230,640,772,589
646,17183,Illinois,Vermilion County,74188,9650674,45210663,21.3460129969782,130.084029762226,IL,1652,641,1400,950
647,42111,Pennsylvania,Somerset County,74129,33215131,59935197,55.4184063164087,448.072023094875,PA,1232,642,917,796
648,05085,Arkansas,Lonoke County,74015,3059864,21899273,13.9724455693118,41.3411335540093,AR,1730,643,1675,1472
649,39145,Ohio,Scioto County,74008,82854390,76774471,107.91919360799,1119.5328883364,OH,614,644,594,658
650,12107,Florida,Putnam County,73321,128993420,102412962,125.954193181133,1759.29706359706,FL,464,645,461,527
651,15007,Hawaii,Kauai County,73298,725655421,304570185,238.255566939358,9900.07122977435,HI,60,646,142,234
652,38035,North Dakota,Grand Forks County,73170,51914698,42454615,122.282814247638,709.507967746344,ND,495,647,763,990
653,28075,Mississippi,Lauderdale County,72984,92091409,57734908,159.507327871727,1261.80271018305,MS,237,648,553,811
654,51061,Virginia,Fauquier County,72972,160394876,227484494,70.508047902377,2198.03316340514,VA,1063,649,396,288
655,35031,New Mexico,Mckinley County,72902,41887330,58636861,71.4351506640166,574.570382156868,NM,1054,650,831,806
656,47147,Tennessee,Robertson County,72803,133058609,66192439,201.017836795529,1827.65283024051,TN,110,651,448,737
657,21047,Kentucky,Christian County,72748,0,28699190,0,0,KY,2052.5,652,2052.5,1274
658,49045,Utah,Tooele County,72698,40353403,84477836,47.7680358668278,555.082712041597,UT,1319,653,847,611
659,20161,Kansas,Riley County,71959,0,72247806,0,0,KS,2052.5,654,2052.5,691
660,40037,Oklahoma,Creek County,71754,0,23376856,0,0,OK,2052.5,655,2052.5,1437
661,01049,Alabama,Dekalb County,71608,32941102,27771092,118.616516772189,460.019858116412,AL,527,656,921,1302
662,37171,North Carolina,Surry County,71359,97386614,93838597,103.780978311089,1364.74185456635,NC,652,657,537,560
663,30049,Montana,Lewis And Clark County,70973,43971796,55402747,79.3675374977345,619.556676482606,MT,946,658,816,837
664,55097,Wisconsin,Portage County,70377,25503222,95096401,26.8182830599446,362.380067351549,WI,1589,659,1032,556
665,47059,Tennessee,Greene County,70152,23245149,45765912,50.7914034358148,331.354045501197,TN,1287,660,1077,939
666,51199,Virginia,York County,70045,201768131,189576776,106.430827265466,2880.55008922835,VA,631,661,342,335
667,22045,Louisiana,Iberia Parish,69929,43294756,30070185,143.979014429076,619.124483404596,LA,321,662,823,1240
668,38101,North Dakota,Ward County,69919,64109308,44592699,143.766377540862,916.908250976129,ND,325,663,689,960
669,12023,Florida,Columbia County,69698,83999993,92193428,91.1127775832351,1205.19947487733,FL,806,664,587,574
670,13285,Georgia,Troup County,69426,52838751,67750585,77.9901029636866,761.080157289776,GA,960,665,754,722
671,41035,Oregon,Klamath County,69413,26388188,64135476,41.1444486667566,380.162044573783,OR,1418,666,1011,755
672,45047,South Carolina,Greenwood County,69351,72531105,57665465,125.779103662825,1045.855214777,SC,467,667,647,813
673,27013,Minnesota,Blue Earth County,69112,69713629,108654404,64.160886658584,1008.70513080218,MN,1139,668,662,508
674,48203,Texas,Harrison County,68839,22267467,32308034,68.9223832066043,323.471680297506,TX,1081,669,1098,1187
675,48409,Texas,San Patricio County,68755,65994386,54155380,121.861181659144,959.848534652025,TX,500,670,676,857
676,48497,Texas,Wise County,68632,46252717,52539586,88.0340339948625,673.923490500058,TX,843,671,797,872
677,37069,North Carolina,Franklin County,68573,124446362,111412372,111.698871288729,1814.80118997273,NC,578,672,472,495
678,06033,California,Lake County,68163,143912888,182262376,78.9591857400125,2111.30507753473,CA,953,673,425,345
679,24001,Maryland,Allegany County,68106,123120774,122734145,100.315013397453,1807.78160514492,MD,688,674,475,453
680,26155,Michigan,Shiawassee County,68094,53954298,29556050,182.54908216761,792.350251123447,MI,153,675,751,1251
681,36053,New York,Madison County,68016,205104606,121339689,169.033403406861,3015.53466831334,NY,194,676,340,458
682,21145,Kentucky,Mccracken County,67875,0,40213628,0,0,KY,2052.5,677,2052.5,1028
683,13047,Georgia,Catoosa County,67872,11303255,57004128,19.8288359046559,166.537821192834,GA,1666,678,1341,822
684,35035,New Mexico,Otero County,67839,105979680,104583331,101.335154452099,1562.22349975678,NM,674,679,513,522
686,37031,North Carolina,Carteret County,67686,54070410,162154237,33.3450491336838,798.841857991313,NC,1513,680,750,377
687,13295,Georgia,Walker County,67654,30925531,55055835,56.1712141864709,457.113119697283,GA,1220,681,951,845
688,21185,Kentucky,Oldham County,67607,0,41163020,0,0,KY,2052.5,682,2052.5,1013
689,45059,South Carolina,Laurens County,67539,61618483,43395176,141.993854339939,912.339285449888,SC,340,683,704,973
690,20015,Kansas,Butler County,67380,0,73593821,0,0,KS,2052.5,684,2052.5,678
691,13255,Georgia,Spalding County,67306,44546884,65252172,68.2688141016976,661.856060380947,GA,1088,685,810,748
693,28067,Mississippi,Jones County,67246,106247483,45103016,235.56624905084,1579.98219968474,MS,63,686,510,953
694,17199,Illinois,Williamson County,67153,29353557,38053899,77.1367922114893,437.114603964082,IL,971,687,971,1066
695,27131,Minnesota,Rice County,67097,57854796,84154140,68.7486034555163,862.256077022818,MN,1084,688,726,613
696,29187,Missouri,St Francois County,66922,0,29842363,0,0,MO,2052.5,689,2052.5,1244
698,26067,Michigan,Ionia County,66804,39425778,38511388,102.374336650759,590.170917909107,MI,668,690,855,1056
699,18053,Indiana,Grant County,66674,0,176961718,0,0,IN,2052.5,691,2052.5,358
700,26117,Michigan,Montcalm County,66614,15339200,27799737,55.1775004202378,230.269913231453,MI,1236,692,1234,1298
701,39013,Ohio,Belmont County,66497,149999693,91760659,163.468412972056,2255.73624374032,OH,221,693,413,578
702,55017,Wisconsin,Chippewa County,66297,27527774,66550482,41.3637484999733,415.218999351404,WI,1415,694,990,733
703,27035,Minnesota,Crow Wing County,66123,78082818,108080576,72.2450054300229,1180.87228347171,MN,1043,695,613,513
704,04001,Arizona,Apache County,66021,44678861,48285989,92.5296590694249,676.737113948592,AZ,786,696,809,917
705,26103,Michigan,Marquette County,66017,97512923,68774710,141.786018436137,1477.08806822485,MI,342,697,535,717
706,37193,North Carolina,Wilkes County,65969,85130987,90038266,94.5497850880425,1290.46956904,NC,764,698,584,586
707,06103,California,Tehama County,65829,127249786,147158137,86.4714575722034,1933.03537954397,CA,866,699,464,404
708,55111,Wisconsin,Sauk County,65763,25459095,89115904,28.568520159993,387.134026732357,WI,1566,700,1034,594
709,36113,New York,Warren County,65737,227533405,157487122,144.477467179824,3461.26846372667,NY,316,701.5,315,386
710,17001,Illinois,Adams County,65737,47212770,37861065,124.700057961919,718.206945860018,IL,477,701.5,788,1074
711,53045,Washington,Mason County,65726,0,98704630,0,0,WA,2052.5,703,2052.5,541
712,42005,Pennsylvania,Armstrong County,65558,59723964,48157071,124.019095762697,911.009548796486,PA,480,704,717,919
713,45055,South Carolina,Kershaw County,65403,79795952,50321083,158.573598266953,1220.06562390104,SC,242,705,606,895
714,39101,Ohio,Marion County,65359,58964526,65351921,90.2261557085675,902.163833595985,OH,820,706,721,747
715,27027,Minnesota,Clay County,65318,98306437,98722086,99.5789706064355,1505.04358676016,MN,701,707,532,540
716,13179,Georgia,Liberty County,65256,84793468,54800339,154.731648649108,1299.39726615177,GA,265,708,585,847
717,39081,Ohio,Jefferson County,65249,98560531,92342570,106.733580189505,1510.52937209766,OH,627,709,531,570
718,46083,South Dakota,Lincoln County,65161,0,27294310,0,0,SD,2052.5,710,2052.5,1317
719,41011,Oregon,Coos County,64929,47148890,59926367,78.6780383332766,726.160729412127,OR,956,711,789,798
720,13103,Georgia,Effingham County,64769,42903778,74829973,57.3350173465919,662.412234247866,GA,1207,712,825,670
721,42025,Pennsylvania,Carbon County,64749,26343239,47660773,55.2723704250453,406.851673384917,PA,1235,713,1012,923
722,42037,Pennsylvania,Columbia County,64727,26319498,39557915,66.5340880579778,406.623171165047,PA,1107,714,1016,1037
723,48347,Texas,Nacogdoches County,64653,9904623,27283645,36.3024185368194,153.196649807434,TX,1464,715,1387,1319
724,47063,Tennessee,Hamblen County,64499,48566893,33269859,145.978655935993,752.986759484643,TN,307,716,783,1160
725,37161,North Carolina,Rutherford County,64444,98298661,91774468,107.108941236249,1525.33456954876,NC,623,717,533,577
726,26073,Michigan,Isabella County,64394,19594432,30412651,64.4285563925355,304.289716433208,MI,1134,718,1148,1231
727,28073,Mississippi,Lamar County,64222,57298161,43803496,130.807278487544,892.188985082993,MS,418,719,729,969
728,06069,California,San Benito County,64209,123198890,109784735,112.218597603756,1918.71684654799,CA,575,720,474,501
729,45043,South Carolina,Georgetown County,63404,185586482,90773166,204.450819749969,2927.04690555801,SC,107,721,368,583
730,05115,Arkansas,Pope County,63381,2295183,26085293,8.79876258242528,36.2124769252615,AR,1790,722,1709,1352
731,37105,North Carolina,Lee County,63285,130871824,81206933,161.158437051181,2067.97541281504,NC,230,723,453,629
732,45031,South Carolina,Darlington County,62905,37304907,42916462,86.9244696825195,593.035641046022,SC,858,724,877,981
733,31079,Nebraska,Hall County,62895,670798,45751210,1.46618635878701,10.6653629064314,NE,1849,725,1815,940
734,40047,Oklahoma,Garfield County,62846,0,25451885,0,0,OK,2052.5,726,2052.5,1375
735,39159,Ohio,Union County,62784,74443200,86128041,86.4331745337154,1185.70336391437,OH,869,727,637,603
736,39083,Ohio,Knox County,62721,62985575,65566603,96.0635020240411,1004.21828414726,OH,744,728,699,745
737,53071,Washington,Walla Walla County,62584,10482427,60867199,17.2217995442833,167.493720439729,WA,1690,729,1370,790
738,37167,North Carolina,Stanly County,62504,51504063,80241531,64.1862915103153,824.012271214642,NC,1138,730,766,634
739,39009,Ohio,Athens County,62431,92164623,75953115,121.344098922078,1476.26376319457,OH,505,731,552,665
740,26015,Michigan,Barry County,62423,31053744,54287849,57.2020158691496,497.472790477869,MI,1210,732,949,854
741,35015,New Mexico,Eddy County,62314,65875428,129049548,51.0466166065146,1057.15293513496,NM,1285,733,678,436
742,37087,North Carolina,Haywood County,62089,95873651,99133190,96.7119599399555,1544.13263218928,NC,738,734,543,538
743,20155,Kansas,Reno County,61898,0,79622721,0,0,KS,2052.5,735,2052.5,638
744,36051,New York,Livingston County,61834,280839370,148596835,188.994180125034,4541.82763528156,NY,143,736,272,399
745,08045,Colorado,Garfield County,61685,12772498,101631411,12.5674708973587,207.060030801654,CO,1746,737,1307,532
746,48221,Texas,Hood County,61598,23620726,41281142,57.2191680162337,383.465794343972,TX,1209,738,1069,1010
747,36021,New York,Columbia County,61570,245242516,146409123,167.504941614875,3983.14952087055,NY,199,739,297,405
748,36115,New York,Washington County,61302,173760004,96345094,180.351688691071,2834.49159896904,NY,158,740,382,553
749,47035,Tennessee,Cumberland County,61145,67020320,40694605,164.690921560733,1096.08831466187,TN,216,741,674,1020
750,37077,North Carolina,Granville County,60992,138404393,70902182,195.204701880684,2269.22207830535,NC,130,742,437,701
751,47167,Tennessee,Tipton County,60970,1780926,32831485,5.42444546751388,29.2098737083812,TN,1820,743,1743,1172
752,26149,Michigan,St Joseph County,60939,15277619,29616596,51.5846554411587,250.703473965769,MI,1280,744,1236,1250
753,51143,Virginia,Pittsylvania County,60501,90788194,82122765,110.55179888305,1500.60650237186,VA,587,745,559,622
754,37141,North Carolina,Pender County,60203,206956827,121486356,170.353967156608,3437.64973506304,NC,191,746,337,457
755,36043,New York,Herkimer County,60139,240833003,108401367,222.167865281625,4004.60604599345,NY,78,747,303,510
756,05033,Arkansas,Crawford County,60133,1948162,26669835,7.30473960562561,32.3975520928608,AR,1802,748,1732,1335
757,27111,Minnesota,Otter Tail County,60081,111160373,114631960,96.9715365592632,1850.17514688504,MN,736,749,499,484
758,42015,Pennsylvania,Bradford County,59967,24410013,68452977,35.6595345736388,407.057431587373,PA,1477,750,1054,719
759,39167,Ohio,Washington County,59771,58975547,66078822,89.2503001945162,986.691656488933,OH,836,751,720,740
760,54055,West Virginia,Mercer County,59664,7195089,17074300,42.1398768909999,120.593473451327,WV,1403,752,1489,1643
761,29113,Missouri,Lincoln County,59574,0,30224698,0,0,MO,2052.5,753,2052.5,1235
762,48467,Texas,Van Zandt County,59541,4854178,24907541,19.4887885560441,81.5266455047782,TX,1667,754,1597,1388
763,32019,Nevada,Lyon County,59235,74015937,69790688,106.054173015174,1249.53046340846,NV,635,755,640,711
764,01009,Alabama,Blount County,59134,14152777,28109252,50.3491768475376,239.334004126222,AL,1295,756,1276,1288
765,37163,North Carolina,Sampson County,59036,151934786,89980568,168.852886103142,2573.59553492784,NC,197,757,408,587
766,39143,Ohio,Sandusky County,58896,73524006,68111843,107.945994061561,1248.37011002445,OH,613,758,643,720
767,28087,Mississippi,Lowndes County,58879,83316458,48818502,170.665740624323,1415.04539818951,MS,189,759,591,910
768,01001,Alabama,Autauga County,58805,15713834,19669534,79.8892032724314,267.21935209591,AL,937,760,1223,1550
769,02122,Alaska,Kenai Peninsula Borough,58799,99205015,128715215,77.0732620848281,1687.18881273491,AK,973,761,529,438
770,21195,Kentucky,Pike County,58669,0,36498873,0,0,KY,2052.5,762,2052.5,1097
771,29145,Missouri,Newton County,58648,0,24731996,0,0,MO,2052.5,763,2052.5,1393
772,39077,Ohio,Huron County,58565,49946373,61254024,81.5397417808828,852.836557670964,OH,923,764,774,786
773,39129,Ohio,Pickaway County,58539,60763954,52181792,116.446660168359,1038.00806300073,OH,542,765,712,878
774,42103,Pennsylvania,Pike County,58535,108645680,53547927,202.894278241621,1856.08063551721,PA,109,766,505,860
775,36077,New York,Otsego County,58524,216666209,92506098,234.218298776368,3702.17703847994,NY,65,767,325,568
776,55021,Wisconsin,Columbia County,58490,70362248,84952455,82.8254439497952,1202.97910753975,WI,906,768,657,606
777,36037,New York,Genesee County,58388,95709182,135757673,70.5000165994301,1639.19267657738,NY,1064,769,545,423
778,48001,Texas,Anderson County,57922,37841367,25674309,147.39001154812,653.315959393667,TX,299,770,871,1366
779,47031,Tennessee,Coffee County,57889,76942226,38613046,199.264844322305,1329.13379053015,TN,121,771,619,1053
780,48323,Texas,Maverick County,57887,36897870,34200579,107.886682269326,637.412026879956,TX,615,772,880,1142
781,23017,Maine,Oxford County,57777,8800088,11765602,74.7950508609759,152.311265728577,ME,1007,773,1432,1882
782,54037,West Virginia,Jefferson County,57701,5352530,33046135,16.1971437809596,92.763210342975,WV,1703,774,1576,1167
783,49003,Utah,Box Elder County,57666,13764053,43419701,31.7000179250428,238.685759372941,UT,1533,775,1284,972
784,22001,Louisiana,Acadia Parish,57576,15358961,26005740,59.0598883169639,266.759778379881,LA,1184,776,1233,1353
785,13129,Georgia,Gordon County,57544,17386009,48697689,35.7019180109348,302.134175587377,GA,1474,777,1188,912
786,54079,West Virginia,Putnam County,57440,29705269,26234794,113.228520109592,517.15301183844,WV,570,778,969,1348
787,22113,Louisiana,Vermilion Parish,57359,28061153,33015819,84.9930543900789,489.219703969734,LA,884,779,985,1168
788,49021,Utah,Iron County,57289,20249796,47718722,42.4357467075501,353.467437029796,UT,1399,780,1138,922
789,48473,Texas,Waller County,56794,74024447,45192715,163.797300073696,1303.38498785083,TX,219,781,639,951
790,47073,Tennessee,Hawkins County,56721,75462475,31371511,240.544597931544,1330.41510199044,TN,55,782,629,1211
791,27025,Minnesota,Chisago County,56621,75408880,86173013,87.5086960229649,1331.81822998534,MN,851,783,631,602
792,47019,Tennessee,Carter County,56356,23414070,29314428,79.8721707958961,415.467208460501,TN,940,784,1072,1254
793,54049,West Virginia,Marion County,56205,4544440,25037338,18.1506516387645,80.8547282270261,WV,1678,785,1611,1384
794,29213,Missouri,Taney County,56066,0,43083203,0,0,MO,2052.5,786,2052.5,977
795,08037,Colorado,Eagle County,55731,99689422,135278961,73.6917413196277,1788.7606897418,CO,1024,787,528,425
796,51031,Virginia,Campbell County,55696,56894024,84695909,67.1744652979638,1021.51005458202,VA,1102,788,733,607
797,17195,Illinois,Whiteside County,55691,15409189,42266476,36.4572362266492,276.690829757052,IL,1462,789,1232,997
798,08067,Colorado,La Plata County,55638,11572069,74843148,15.4617614427442,207.988586936986,CO,1711,790,1337,669
799,23009,Maine,Hancock County,55478,4920723,12093684,40.6883708884737,88.6968347813548,ME,1426,791,1595,1863
800,37107,North Carolina,Lenoir County,55122,74581634,78631728,94.8492878091144,1353.02844599253,NC,759,792,635,648
802,39147,Ohio,Seneca County,55069,60011448,59477585,100.897586880839,1089.75009533494,OH,681,793,716,800
803,47105,Tennessee,Loudon County,54886,79886327,34932884,228.685175263514,1455.49551798273,TN,70,794,605,1122
804,40051,Oklahoma,Grady County,54795,0,36641029,0,0,OK,2052.5,795,2052.5,1093
805,13039,Georgia,Camden County,54768,11700621,54628042,21.418708362273,213.639734881683,GA,1650,796,1332,848
806,47089,Tennessee,Jefferson County,54683,70220487,45164130,155.478444951779,1284.13742845126,TN,261,797,660,952
807,51067,Virginia,Franklin County,54477,81573962,99131734,82.2884445862714,1497.40187602107,VA,910,798,599,539
809,47043,Tennessee,Dickson County,54315,84407113,48283290,174.816407498329,1554.02951302587,TN,172,799,586,918
810,20169,Kansas,Saline County,54303,0,58688110,0,0,KS,2052.5,800,2052.5,805
811,37189,North Carolina,Watauga County,54086,62224653,78801347,78.9639458828032,1150.47614909588,NC,952,801,702,646
812,29101,Missouri,Johnson County,54013,0,34070261,0,0,MO,2052.5,802,2052.5,1146
813,29169,Missouri,Pulaski County,53955,0,19225674,0,0,MO,2052.5,803,2052.5,1564
814,51191,Virginia,Washington County,53935,40551086,70511059,57.510249562412604,751.851042922036,VA,1203,804,843,706
815,32007,Nevada,Elko County,53702,60439253,67245934,89.877929273761,1125.45627723362,NV,826,805,713,725
816,17007,Illinois,Boone County,53448,14080543,31674741,44.4535379152745,263.443777129172,IL,1371,806,1280,1202
817,47145,Tennessee,Roane County,53404,43716530,38334604,114.039341582869,818.60029211295,TN,562,807,818,1059
818,36035,New York,Fulton County,53324,220248972,88652906,248.43965295396,4130.3910434326,NY,47,808,320,597
819,26157,Michigan,Tuscola County,53323,30211983,55307353,54.6256173207204,566.584456988542,MI,1240,809,960,840
820,47107,Tennessee,Mcminn County,53276,7652284,28360380,26.9823041863332,143.634732337263,TN,1587,810,1463,1283
821,04007,Arizona,Gila County,53272,81859698,67174098,121.861998057644,1536.63646943986,AZ,499,811,598,727
822,21113,Kentucky,Jessamine County,52991,0,30077581,0,0,KY,2052.5,812,2052.5,1238
823,17077,Illinois,Jackson County,52974,26274146,34998144,75.0729695837585,495.981915656737,IL,999,813,1017,1119
824,48349,Texas,Navarro County,52624,13724440,38561520,35.5910244201992,260.801915475829,TX,1480,814,1286,1054
825,48265,Texas,Kerr County,52598,70161047,40400400,173.664238472886,1333.91092817217,TX,179,815,661,1024
826,41009,Oregon,Columbia County,52589,30037341,45402327,66.1581530832109,571.171556789443,OR,1111,816,965,945
827,51047,Virginia,Culpeper County,52552,105963218,112467260,94.2169463362049,2016.34986299285,VA,766,817,514,491
828,17063,Illinois,Grundy County,52533,325495,39166468,0.831055279225076,6.19601012696781,IL,1854,818,1839,1040
829,24047,Maryland,Worcester County,52460,231766511,232870638,99.5258625091241,4417.96627906977,MD,702,819,314,280
830,39005,Ohio,Ashland County,52447,37681048,49064929,76.7983338975177,718.45954964059,OH,978,820,874,908
831,55015,Wisconsin,Calumet County,52442,57293698,57028704,100.464667757486,1092.51550284123,WI,685,821,730,821
832,19181,Iowa,Warren County,52403,52238462,31876287,163.878754134696,996.860141594947,IA,218,822,757,1196
833,48401,Texas,Rusk County,52214,13027099,28193001,46.2068546729027,249.494369326234,TX,1348,823,1298,1287
834,37093,North Carolina,Hoke County,52082,73374284,70251453,104.445219090344,1408.82231865136,NC,647,824,644,708
835,55043,Wisconsin,Grant County,51938,32246996,54505758,59.16254939524,620.874812276175,WI,1182,825,931,852
836,39037,Ohio,Darke County,51881,0,48711884,0,0,OH,2052.5,826,2052.5,911
837,55135,Wisconsin,Waupaca County,51812,38255216,73026069,52.3856980443518,738.346637844515,WI,1269,827,864,684
838,17141,Illinois,Ogle County,51788,31343070,34530985,90.767958110665,605.218776550552,IL,814,828,943,1131
839,22099,Louisiana,St Martin Parish,51767,49792222,28565396,174.309580724874,961.852570170186,LA,177,829,775,1277
840,32023,Nevada,Nye County,51591,166310502,92758465,179.294150674011,3223.63400593127,NV,161,830,388,567
